user,churn,age,credit_score,housing,payment_type,is_referred,total_deposits,total_withdrawals,total_purchases,total_partner_purchases,credit_card_applications,waiting_for_loan,cancelled_loan,received_loan,rejected_loan,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,rewards_earned,reward_rate,age_group,credit_score_band,activity_score,activity_segment,rewards_segment,loan_status,platform_segment,risk_score,risk_segment,recommended_action
51129,0,27.0,412.0,R,Semi-Monthly,0,0,0,0,29,2,0,0,0,0,1,1,1,0,1,0,19.0,0.73,25-34,Under 500,31,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51130,0,55.0,496.5,na,na,0,0,0,0,10,4,0,0,0,0,1,1,1,1,0,2,6.0,0.1,55+,Under 500,14,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51131,0,23.0,552.0,na,Monthly,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,18-24,500-599,1,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
51133,0,21.0,596.0,na,Semi-Monthly,0,0,0,0,7,2,0,0,0,0,1,0,0,1,0,3,4.0,0.13,18-24,500-599,9,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51136,0,21.0,407.0,na,Weekly,1,4,0,4,34,4,0,0,0,0,1,1,1,0,1,0,20.0,0.53,18-24,Under 500,46,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51141,0,25.0,,na,Bi-Weekly,1,1,0,0,5,2,0,0,0,0,1,0,0,0,1,0,2.0,0.0899999999999999,25-34,Missing,8,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
51142,0,32.0,,O,na,0,0,0,0,8,1,0,0,0,0,1,0,0,0,1,2,2.0,0.0699999999999999,25-34,Missing,9,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51145,1,42.0,,na,Semi-Monthly,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7.0,0.23,35-44,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51146,1,19.0,565.0,na,Weekly,1,0,0,0,0,10,0,0,0,0,1,1,1,1,1,3,21.0,0.7,18-24,500-599,10,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
51148,1,32.0,,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.0,0.67,25-34,Missing,0,Very Low Activity,Low Rewards,Rejected Loan,App Only,80,High Risk,Activation campaign: prompt first deposit or purchase
51149,1,19.0,513.0,na,Weekly,0,0,0,0,4,1,0,0,0,0,1,1,1,0,1,0,2.0,0.29,18-24,500-599,5,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51153,1,41.0,550.0,na,Bi-Weekly,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,35-44,500-599,1,Very Low Activity,No Rewards,No Loan Interaction,App Only,55,Medium Risk,Introduce rewards education or welcome offer
51155,0,25.0,,R,Weekly,0,0,0,0,100,2,0,0,0,0,1,1,1,0,1,0,90.0,1.5,25-34,Missing,102,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51156,1,24.0,,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,18-24,Missing,0,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
51163,1,24.0,,na,Bi-Weekly,1,0,0,0,15,4,0,0,0,0,1,0,0,1,0,0,42.0,1.4,18-24,Missing,19,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51164,0,26.5,600.5,R,Bi-Weekly,0,8,0,8,74,10,0,0,0,0,1,1,1,1,0,0,42.0,0.75,25-34,600-699,100,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51167,1,28.0,534.0,O,Weekly,1,31,6,31,36,13,0,0,0,0,1,0,0,0,1,0,52.0,1.73,25-34,500-599,111,High Activity,High Rewards,No Loan Interaction,App Only,0,Low Risk,Maintain engagement with lifecycle messaging
51173,1,42.0,545.0,na,Monthly,0,0,0,0,30,2,0,0,0,0,1,1,1,0,1,2,18.0,0.6,35-44,500-599,32,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51174,1,24.0,554.0,R,Bi-Weekly,0,0,0,0,68,2,0,0,0,0,1,0,0,0,1,2,31.0,1.03,18-24,500-599,70,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51175,1,25.0,370.0,na,Weekly,0,0,0,0,24,1,0,0,0,0,1,0,0,1,0,2,15.0,0.5,25-34,Under 500,25,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51177,0,23.0,506.0,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,9.0,0.10000000000000002,18-24,500-599,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51179,0,33.0,,na,Weekly,0,0,0,0,102,20,0,0,0,0,1,1,1,1,0,0,18.0,0.33,25-34,Missing,122,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51180,0,41.0,557.0,R,Semi-Monthly,0,2,0,2,110,12,0,0,0,0,1,1,1,0,1,2,53.0,1.77,35-44,500-599,126,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51182,1,26.0,554.0,na,Weekly,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,15.0,0.5,25-34,500-599,8,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51185,1,17.0,659.0,R,Bi-Weekly,0,1,2,1,25,7,0,0,0,0,1,1,1,1,0,0,14.0,1.75,18-24,600-699,34,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51193,0,24.0,621.0,na,Semi-Monthly,0,0,0,0,19,0,0,0,0,0,1,1,1,0,1,0,13.0,0.93,18-24,600-699,19,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51195,0,24.5,481.0,na,Bi-Weekly,1,2,2,2,60,8,0,0,0,0,1,1,1,0,1,0,48.0,0.8,25-34,Under 500,72,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51196,0,33.0,525.0,na,Bi-Weekly,0,30,0,30,85,18,0,0,0,0,1,0,0,1,0,2,42.0,1.4,25-34,500-599,163,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51198,0,55.0,,na,Bi-Weekly,0,17,3,14,30,25,0,0,0,0,1,1,1,0,1,0,20.0,0.67,55+,Missing,86,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51199,0,24.0,620.0,na,Bi-Weekly,0,3,0,3,94,7,0,0,0,0,1,1,1,1,0,0,55.0,1.83,18-24,600-699,107,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51201,1,31.0,531.0,R,na,0,0,0,0,0,20,0,0,0,0,1,1,1,1,0,0,57.0,1.9,25-34,500-599,20,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51203,1,36.0,,na,Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0,0.0,35-44,Missing,0,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
51205,0,38.5,,na,Bi-Weekly,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,8.0,0.13,35-44,Missing,8,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51206,1,23.0,,R,Weekly,1,4,1,4,17,3,0,0,0,0,1,1,1,0,1,0,8.0,0.27,18-24,Missing,28,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51216,0,21.0,573.0,na,Bi-Weekly,0,0,0,0,23,2,0,0,0,0,1,0,0,0,1,2,17.0,0.5700000000000001,18-24,500-599,25,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51218,1,21.0,421.0,R,Weekly,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,13.0,0.43,18-24,Under 500,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,45,Medium Risk,Maintain engagement with lifecycle messaging
51219,1,43.0,514.0,na,Bi-Weekly,1,0,0,0,31,4,0,0,0,0,1,1,1,1,0,2,18.0,0.6,35-44,500-599,35,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51223,1,35.0,473.0,O,na,1,0,0,0,42,6,0,0,0,0,1,1,1,0,1,3,24.0,0.8,35-44,Under 500,48,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51226,1,28.0,520.0,R,na,1,8,1,8,45,19,0,0,0,0,1,1,1,0,1,0,22.0,0.73,25-34,500-599,80,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51231,0,23.0,492.0,R,Bi-Weekly,0,1,0,1,37,12,0,0,0,0,1,0,0,0,1,0,33.0,1.1,18-24,Under 500,51,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51232,0,28.5,431.0,na,Bi-Weekly,1,14,2,12,60,16,0,0,0,0,1,1,1,1,0,0,38.0,0.63,25-34,Under 500,102,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51237,0,32.0,588.0,R,Bi-Weekly,1,25,3,25,43,16,0,0,0,0,1,1,1,0,1,0,33.0,1.1,25-34,500-599,109,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51240,0,26.0,469.5,R,Bi-Weekly,0,0,0,0,80,24,0,0,0,0,1,1,1,0,1,0,84.0,1.4,25-34,Under 500,104,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51241,1,19.0,,na,Bi-Weekly,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1.0,0.03,18-24,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51243,1,31.0,608.0,R,Weekly,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,18.0,0.6,25-34,600-699,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51251,0,25.0,542.0,na,Bi-Weekly,0,0,0,0,12,1,0,0,0,0,1,0,0,1,0,0,4.0,0.16,25-34,500-599,13,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51253,0,31.0,601.0,O,Bi-Weekly,0,1,0,1,35,4,0,0,0,0,1,0,0,0,1,0,21.0,0.7,25-34,600-699,41,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51259,1,21.0,523.0,na,Weekly,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,2,0.0,0.0,18-24,500-599,2,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
51260,1,41.0,459.0,na,Semi-Monthly,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0.0,0.0,35-44,Under 500,2,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
51261,1,24.0,507.0,na,Weekly,0,0,0,0,7,1,0,0,0,0,1,1,1,0,1,0,6.0,0.86,18-24,500-599,8,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51262,1,22.0,,na,Bi-Weekly,0,0,0,0,20,0,0,0,0,0,1,0,0,0,1,0,20.0,0.67,18-24,Missing,20,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51263,1,30.0,503.0,R,na,1,16,1,16,69,8,0,0,0,0,1,1,1,0,1,0,39.0,1.3,25-34,500-599,109,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51266,0,24.0,,na,Bi-Weekly,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,4.0,0.13,18-24,Missing,7,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51272,1,20.0,547.0,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10.0,0.33,18-24,500-599,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51273,0,23.0,555.0,na,na,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,6.0,0.29,18-24,500-599,9,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51275,1,23.0,528.0,na,Bi-Weekly,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0699999999999999,18-24,500-599,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51278,0,29.0,533.0,R,na,1,23,0,22,112,22,0,0,0,0,1,1,1,0,1,0,49.0,1.63,25-34,500-599,179,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51280,0,27.0,525.0,R,Bi-Weekly,0,3,1,2,14,1,0,0,0,0,1,0,0,0,1,0,8.0,0.36,25-34,500-599,20,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51282,0,31.0,,na,Bi-Weekly,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,1.0,0.03,25-34,Missing,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51285,1,32.0,599.0,R,Bi-Weekly,1,1,0,1,0,18,0,0,0,0,1,0,0,1,0,0,61.0,2.03,25-34,500-599,20,Moderate Activity,High Rewards,No Loan Interaction,App Only,0,Low Risk,Maintain engagement with lifecycle messaging
51292,1,34.0,,R,Semi-Monthly,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,21.0,0.7,25-34,Missing,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,45,Medium Risk,Maintain engagement with lifecycle messaging
51293,1,24.0,529.0,na,Bi-Weekly,0,0,0,0,11,2,0,0,0,0,1,0,0,0,1,0,21.0,0.7,18-24,500-599,13,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51296,0,64.0,613.5,R,Bi-Weekly,0,0,0,0,86,26,0,0,0,0,1,1,1,1,0,0,80.0,1.33,55+,600-699,112,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51298,1,22.0,542.0,R,Weekly,0,3,1,3,1,18,0,0,0,0,1,1,1,1,0,2,42.0,1.4,18-24,500-599,25,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51303,0,26.5,550.0,R,Weekly,0,6,0,6,46,6,0,0,0,0,1,0,0,1,0,0,44.0,0.8099999999999998,25-34,500-599,64,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51304,1,57.0,487.0,na,Monthly,0,7,2,7,31,9,0,0,0,0,1,1,1,0,1,2,10.0,0.77,55+,Under 500,54,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51305,0,21.0,586.0,na,Bi-Weekly,1,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,5.0,0.21,18-24,500-599,10,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
51311,0,22.0,,na,Bi-Weekly,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,1.0,0.03,18-24,Missing,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51312,0,32.0,,R,na,1,0,0,0,52,3,0,0,0,0,1,0,0,1,0,0,26.0,0.87,25-34,Missing,55,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51314,0,37.0,542.0,R,Weekly,0,2,1,2,71,27,0,0,0,0,1,0,0,0,1,0,35.0,1.17,35-44,500-599,102,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51316,1,31.0,,na,Weekly,1,0,0,0,16,2,0,0,0,0,1,1,1,1,0,2,17.0,0.5700000000000001,25-34,Missing,18,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51319,1,22.0,489.0,R,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10.0,0.33,18-24,Under 500,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51321,0,27.0,605.0,R,Bi-Weekly,0,6,0,6,38,12,0,0,0,0,1,1,1,0,1,0,33.0,1.1,25-34,600-699,62,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51322,0,20.0,537.0,na,Weekly,0,0,0,0,9,0,0,0,0,0,1,1,1,0,1,0,6.0,0.2,18-24,500-599,9,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51324,1,24.0,536.0,R,Bi-Weekly,0,15,2,14,71,20,0,0,0,0,1,1,1,0,1,0,13.0,0.43,18-24,500-599,120,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51326,0,30.0,527.0,R,Bi-Weekly,1,15,0,15,17,30,0,0,0,0,1,1,1,1,0,2,15.0,0.8800000000000002,25-34,500-599,77,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51329,0,63.0,,R,Bi-Weekly,0,3,0,3,11,1,0,0,0,0,1,0,0,1,1,2,6.0,0.2,55+,Missing,18,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51333,1,31.0,513.0,R,Bi-Weekly,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,7.0,0.23,25-34,500-599,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51336,0,36.0,571.0,na,Bi-Weekly,0,1,0,1,21,1,0,0,0,0,1,1,1,0,1,0,15.0,0.5,35-44,500-599,24,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51346,0,33.0,,R,Bi-Weekly,1,9,0,9,9,10,0,0,0,0,1,1,1,1,0,2,8.0,0.89,25-34,Missing,37,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51352,0,23.0,548.0,na,Bi-Weekly,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,2.0,0.14,18-24,500-599,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51355,1,24.0,,R,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2.0,0.0699999999999999,18-24,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51356,1,23.0,,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.0,0.0,18-24,Missing,0,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
51361,0,28.0,690.0,R,Weekly,0,5,1,5,35,3,0,0,0,0,1,0,0,0,1,0,16.0,0.89,25-34,600-699,48,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51362,0,46.0,,na,Weekly,0,1,0,1,8,1,0,0,0,0,1,0,0,1,0,0,1.0,0.04,45-54,Missing,11,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51363,0,42.0,526.0,R,Weekly,1,0,0,0,5,0,0,0,0,0,1,1,1,1,0,0,3.0,0.25,35-44,500-599,5,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
51366,0,22.0,612.0,R,Bi-Weekly,1,1,0,1,68,13,0,0,0,0,1,1,1,0,1,0,40.0,1.33,18-24,600-699,83,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51369,0,29.0,506.0,na,Weekly,1,1,0,1,38,10,0,0,0,0,1,1,1,1,0,0,13.0,0.43,25-34,500-599,50,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51371,1,54.0,,na,Monthly,0,1,1,1,6,3,0,1,0,0,1,1,1,0,1,0,22.0,0.73,45-54,Missing,11,Low Activity,Low Rewards,Cancelled Loan,App + Web,55,Medium Risk,Loan journey follow-up and clearer next steps
51373,1,29.0,499.0,na,Bi-Weekly,0,0,0,0,7,5,0,0,0,0,1,1,1,1,0,0,6.0,0.2,25-34,Under 500,12,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51374,1,26.0,,na,Bi-Weekly,1,0,0,0,16,1,0,0,0,0,1,0,0,0,1,0,14.0,0.47,25-34,Missing,17,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
51376,1,31.0,601.0,na,Monthly,0,0,0,0,8,4,0,0,0,0,1,0,0,1,0,2,13.0,0.43,25-34,600-699,12,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51377,0,53.0,568.0,R,na,1,6,0,6,8,8,0,0,0,0,1,1,1,1,0,3,6.0,0.2,45-54,500-599,28,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51385,1,33.0,560.0,R,Monthly,1,3,2,3,40,16,0,0,0,0,1,1,1,1,0,3,25.0,0.83,25-34,500-599,62,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51388,1,42.0,,na,Bi-Weekly,0,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,3.0,0.1,35-44,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51394,1,29.0,,na,Bi-Weekly,0,0,0,0,3,0,0,0,0,0,1,1,1,0,1,0,3.0,0.5,25-34,Missing,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51398,1,25.0,532.0,R,Monthly,1,0,0,0,49,3,0,0,0,0,1,0,0,0,1,0,64.0,2.13,25-34,500-599,52,Moderate Activity,High Rewards,No Loan Interaction,App Only,0,Low Risk,Maintain engagement with lifecycle messaging
51400,1,36.0,537.0,na,Bi-Weekly,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,35-44,500-599,2,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
51402,1,22.0,,na,Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4.0,0.13,18-24,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51404,1,29.0,,na,na,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33.0,1.1,25-34,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51410,0,34.0,501.0,na,Semi-Monthly,1,1,1,1,28,5,0,0,0,0,1,1,1,0,1,0,18.0,0.0,25-34,500-599,35,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51413,1,21.0,,na,na,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,4.0,0.13,18-24,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51414,1,45.0,,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0,0.0,45-54,Missing,0,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
51417,1,18.0,,na,Weekly,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,0.1,18-24,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,45,Medium Risk,Maintain engagement with lifecycle messaging
51418,0,25.0,545.0,R,na,1,0,0,0,35,1,0,0,0,0,1,1,1,0,1,0,7.0,0.23,25-34,500-599,36,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51421,1,24.0,506.0,R,Bi-Weekly,0,0,0,0,3,3,0,0,0,0,1,0,0,1,1,3,1.0,0.03,18-24,500-599,6,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51425,1,27.0,531.0,R,Bi-Weekly,1,0,0,0,9,13,0,0,0,0,1,1,1,1,0,0,40.0,1.33,25-34,500-599,22,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51427,0,32.5,508.0,R,Weekly,0,4,4,4,24,4,0,0,0,0,1,0,0,0,1,0,12.0,0.1,25-34,500-599,36,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51435,0,37.0,,R,Bi-Weekly,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,43.0,1.4300000000000002,35-44,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51437,1,19.0,,na,Bi-Weekly,0,4,1,4,19,5,0,0,0,0,1,1,1,0,1,0,16.0,1.0699999999999998,18-24,Missing,32,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51438,0,40.0,528.0,na,na,1,3,1,3,16,4,0,0,0,0,1,1,1,1,0,0,13.0,0.76,35-44,500-599,26,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
